id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
4881,461.888413,3 years,18.90598363,B2,0 years,other,657.7400604,Individual,0
4882,2090.149438,3 years,14.56080926,D3,2 years,other,657.5875461,Individual,1
4883,1020.077913,3 years,6.856557067,A1,5 years,credit_card,681.8233509,Individual,0
4884,1178.520837,3 years,14.99372337,C3,2 years,debt_consolidation,678.2923994,Individual,0
4885,1664.667867,5 years,23.05252835,D5,7 years,debt_consolidation,663.1247444,Individual,0
4886,2081.13801,3 years,13.92404995,C5,3 years,house,716.6026147,Individual,0
4887,1661.916208,5 years,13.60388668,C2,5 years,debt_consolidation,712.0073092,Individual,0
4888,1167.157999,3 years,13.64469502,C1,0 years,credit_card,662.5312332,Joint App,0
4889,2331.284176,5 years,14.85903271,C5,0 years,credit_card,654.4289594,Individual,0
4890,2403.00863,5 years,23.60716295,E4,0 years,home_improvement,712.9198786,Individual,0
4891,2431.269598,3 years,8.365924019,A5,10 years,debt_consolidation,711.9057991,Individual,0
4892,619.1520432,3 years,6.823847098,A4,2 years,debt_consolidation,726.4556211,Individual,0
4893,685.4594465,3 years,6.194108867,A2,10 years,debt_consolidation,723.5249658,Individual,0
4894,1550.80119,3 years,11.07898839,B3,6 years,debt_consolidation,681.4716715,Individual,0
4895,2380.692703,5 years,15.18334661,C5,10 years,debt_consolidation,711.2729578,Individual,1
4896,2308.62145,3 years,11.31766274,B3,10 years,debt_consolidation,711.2695328,Individual,0
4897,3576.442006,5 years,14.28088056,D5,10 years,debt_consolidation,677.2068296,Individual,0
4898,989.0247417,3 years,10.6311446,B5,10 years,home_improvement,681.190419,Individual,0
4899,557.5531516,3 years,7.253651972,B1,1 year,debt_consolidation,656.9050923,Individual,1
4900,3632.929785,3 years,10.42697976,B3,10 years,debt_consolidation,726.8893574,Individual,0
4901,1524.307762,3 years,10.98536707,B3,6 years,debt_consolidation,657.4888258,Individual,0
4902,1508.00398,3 years,14.44091899,C4,8 years,credit_card,712.5967971,Individual,0
4903,2451.025826,5 years,22.49337264,C4,0 years,debt_consolidation,660.6015112,Individual,0
4904,1542.390511,3 years,13.29311918,C2,4 years,credit_card,659.8698523,Individual,0
4905,1551.387867,3 years,8.573847825,B1,2 years,debt_consolidation,679.5099181,Individual,1
4906,1613.972691,3 years,19.29759424,D4,2 years,debt_consolidation,657.3578905,Individual,1
4907,1160.797912,3 years,13.48276848,B1,0 years,debt_consolidation,658.4200901,Joint App,0
4908,1146.229933,3 years,14.55589095,B5,1 year,debt_consolidation,679.438256,Individual,0
4909,631.5232796,3 years,13.31870287,C4,10 years,car,657.6472767,Individual,0
4910,643.5386089,3 years,11.17404959,B1,1 year,debt_consolidation,656.8354826,Individual,1
4911,1202.758863,3 years,8.649777779,A5,1 year,other,659.1178128,Individual,1
4912,1163.967797,3 years,11.88087942,B3,10 years,debt_consolidation,681.0236869,Individual,0
4913,706.5177153,3 years,10.65570626,B4,0 years,debt_consolidation,659.4894448,Individual,0
4914,3285.122901,3 years,18.21870484,D2,0 years,credit_card,675.0204982,Individual,0
4915,598.7221478,3 years,18.00308014,D3,3 years,debt_consolidation,658.6034462,Individual,0
4916,2197.981671,5 years,18.09620416,D3,10 years,other,663.9508618,Individual,0
4917,2259.166713,3 years,11.0399283,B2,10 years,other,679.6860077,Individual,0
4918,2533.880325,3 years,10.24361905,D5,10 years,debt_consolidation,755.6153888,Individual,0
4919,1104.785599,3 years,13.94076104,C4,5 years,debt_consolidation,689.0766464,Individual,1
4920,3345.330848,3 years,17.32270019,C5,3 years,house,730.075877,Individual,0
4921,673.5074526,3 years,11.25172176,B4,7 years,car,721.7408661,Individual,0
4922,614.3723778,3 years,6.840993352,A4,8 years,debt_consolidation,687.9919856,Individual,0
4923,2090.670559,5 years,26.18707239,E2,3 years,debt_consolidation,657.614643,Individual,1
4924,1620.041257,5 years,10.9713128,B3,4 years,debt_consolidation,768.4453766,Individual,0
4925,1088.681529,3 years,14.64027529,C4,5 years,other,657.7533932,Individual,0
4926,1085.929214,3 years,13.79031748,C4,6 years,debt_consolidation,660.3467205,Individual,0
4927,2399.935512,3 years,13.45603836,C4,10 years,debt_consolidation,712.3585286,Individual,0
4928,1058.752827,3 years,13.33232446,C1,0 years,credit_card,661.9859814,Individual,0
4929,691.0304927,3 years,11.22309806,B4,9 years,credit_card,658.1740953,Individual,0
4930,1637.117653,5 years,13.66790704,C2,3 years,debt_consolidation,660.0958501,Individual,1
4931,1060.93434,3 years,13.4659022,C1,10 years,other,659.5433642,Individual,1
4932,1666.185565,5 years,13.22657509,D3,6 years,debt_consolidation,661.4056907,Individual,0
4933,659.1539139,3 years,16.84779018,C4,1 year,credit_card,659.0828567,Individual,0
4934,1210.657079,3 years,14.94306898,B3,5 years,debt_consolidation,681.5222238,Individual,0
4935,1015.63764,3 years,10.93041632,B2,1 year,home_improvement,659.9890673,Individual,0
4936,1559.001165,5 years,22.84101837,C2,0 years,medical,655.8567125,Individual,1
4937,1154.98227,3 years,11.00051526,B3,10 years,debt_consolidation,680.8493984,Individual,0
4938,1611.792093,3 years,11.2561166,B2,10 years,home_improvement,660.3923324,Joint App,0
4939,1063.990523,3 years,7.262985902,A3,5 years,debt_consolidation,714.0768676,Joint App,0
4940,651.0374985,3 years,12.91908956,C1,10 years,medical,660.7675225,Individual,0
4941,1134.496168,3 years,11.09213654,B4,0 years,credit_card,657.9312658,Individual,0
4942,1637.827207,3 years,18.76838866,C5,6 years,credit_card,679.9717474,Individual,0
4943,1194.598987,3 years,11.72466796,B5,10 years,other,696.1687713,Individual,0
4944,1152.782131,5 years,11.61309948,B4,7 years,debt_consolidation,700.880621,Individual,0
4945,1126.840313,5 years,17.05008659,C5,10 years,other,679.4790098,Individual,1
4946,2261.897799,5 years,18.96355089,D4,2 years,debt_consolidation,657.6960784,Individual,0
4947,1109.262798,3 years,7.357416929,A3,10 years,debt_consolidation,734.6078763,Individual,0
4948,1022.723427,3 years,8.63316253,A5,0 years,home_improvement,655.8772973,Individual,0
4949,954.2460775,3 years,10.08900266,B5,6 years,credit_card,731.1188242,Individual,0
4950,1064.013413,3 years,24.46356437,D5,7 years,debt_consolidation,681.5641898,Individual,1
4951,1075.723251,3 years,14.9746806,C4,10 years,credit_card,679.554434,Individual,0
4952,1675.448522,3 years,11.26889415,B3,2 years,debt_consolidation,679.6737406,Individual,0
4953,1104.329699,3 years,11.37734859,B5,0 years,credit_card,663.7602332,Individual,1
4954,1109.391011,3 years,18.81585803,D3,8 years,debt_consolidation,655.0782373,Individual,0
4955,969.568904,3 years,14.536989,C4,0 years,credit_card,656.4986367,Joint App,0
4956,1002.309537,3 years,8.307866327,A4,0 years,credit_card,711.7086534,Individual,0
4957,1070.550196,3 years,6.734927444,B1,6 years,debt_consolidation,725.4133585,Individual,0
4958,2304.437036,3 years,6.854755198,A4,10 years,debt_consolidation,719.4715946,Individual,0
4959,3264.604609,3 years,19.33225841,D2,0 years,major_purchase,656.7028394,Individual,1
4960,1137.954071,3 years,14.78005243,B5,7 years,debt_consolidation,658.6007661,Individual,1
4961,2249.482,3 years,11.37978263,B3,1 year,credit_card,681.3084846,Individual,1
4962,1036.077557,3 years,11.67812667,B3,7 years,debt_consolidation,659.5381222,Individual,0
4963,741.8051848,3 years,13.3133503,C1,10 years,credit_card,660.0237468,Individual,0
4964,1136.25411,3 years,16.77527247,D5,10 years,other,681.5677424,Individual,0
4965,1059.433054,3 years,13.59019879,C2,5 years,debt_consolidation,664.0190307,Individual,0
4966,1131.875686,3 years,8.271843014,A5,8 years,debt_consolidation,698.6741578,Individual,1
4967,1632.469111,3 years,18.58624733,D3,10 years,debt_consolidation,661.8741872,Individual,0
4968,1164.876449,3 years,13.11650046,B4,0 years,debt_consolidation,658.8238398,Joint App,0
4969,3194.093845,3 years,6.647641398,A4,5 years,debt_consolidation,667.9927091,Joint App,0
4970,1131.783583,3 years,21.644203,C2,7 years,credit_card,657.5914043,Individual,0
4971,594.8907965,3 years,6.618231609,A4,0 years,debt_consolidation,725.934822,Individual,0
4972,3263.605007,3 years,7.991081908,A5,2 years,debt_consolidation,724.2789592,Individual,0
4973,1426.398435,3 years,12.92357608,C1,6 years,house,659.206589,Individual,0
4974,1662.370961,3 years,14.07071168,C4,0 years,debt_consolidation,711.8084904,Individual,1
4975,2338.369444,5 years,21.42392565,B2,3 years,debt_consolidation,681.6783245,Individual,0
4976,2284.143711,5 years,10.87121579,B4,10 years,other,678.8848853,Individual,0
4977,1136.725496,3 years,13.14938715,B4,10 years,debt_consolidation,658.3740185,Individual,0
4978,2166.352628,5 years,19.20827507,D4,10 years,credit_card,696.9945638,Individual,0
4979,1034.63599,3 years,7.044612865,B1,4 years,debt_consolidation,713.820897,Individual,0
4980,1508.377667,5 years,10.64212576,D3,3 years,debt_consolidation,704.6193684,Individual,1
4981,1635.620807,5 years,14.71520223,E4,0 years,credit_card,659.1039291,Individual,1
4982,3323.597229,3 years,7.773013204,A5,10 years,debt_consolidation,721.6052378,Joint App,0
4983,1229.762847,3 years,14.20948895,C2,0 years,debt_consolidation,658.0623038,Individual,0
4984,1163.016481,3 years,14.26553291,C4,10 years,debt_consolidation,679.1455606,Individual,0
4985,1092.923402,3 years,10.22199524,B3,6 years,debt_consolidation,682.4823579,Individual,0
4986,3217.763713,5 years,18.24913899,D4,6 years,debt_consolidation,714.9357195,Individual,0
4987,2131.896821,5 years,18.78582946,D3,10 years,debt_consolidation,663.2023627,Individual,0
4988,2346.505777,3 years,11.90436049,B3,7 years,debt_consolidation,679.500814,Individual,0
4989,3612.78083,5 years,18.13002116,D4,6 years,debt_consolidation,663.5392605,Individual,0
4990,690.1541824,3 years,14.75270181,C2,10 years,credit_card,679.4405106,Individual,0
4991,1136.724588,5 years,13.46694882,B4,6 years,debt_consolidation,662.5612663,Individual,0
4992,3344.583872,5 years,19.06795171,D3,10 years,debt_consolidation,666.4257767,Individual,0
4993,2543.637295,3 years,7.953080197,B1,10 years,debt_consolidation,712.682797,Individual,0
4994,1193.520694,3 years,13.43197323,B4,3 years,debt_consolidation,658.5183423,Individual,0
4995,1655.864931,5 years,11.11259352,A5,3 years,debt_consolidation,713.4016435,Individual,0
4996,456.5519758,3 years,14.68944843,C5,6 years,house,679.6855021,Individual,0
4997,3488.418069,3 years,8.337482467,A5,8 years,debt_consolidation,669.2111504,Individual,0
4998,1168.403539,3 years,11.576862,B3,3 years,credit_card,681.4516618,Individual,0
4999,996.9643386,3 years,7.63553116,C4,10 years,car,670.253949,Individual,0
5000,1129.666373,3 years,13.23543373,A4,10 years,debt_consolidation,656.5080729,Individual,0
5001,1204.148051,5 years,24.14728755,C5,4 years,debt_consolidation,678.6390951,Individual,0
5002,1573.525392,5 years,12.8421995,C1,6 years,debt_consolidation,667.7461171,Joint App,0
5003,1167.042336,3 years,8.039188655,A5,2 years,debt_consolidation,698.7835481,Individual,0
5004,3513.243994,3 years,13.19884282,B4,7 years,debt_consolidation,659.9062146,Individual,0
5005,2252.263867,5 years,24.1247643,E4,5 years,medical,692.5199729,Individual,0
5006,2497.971904,3 years,11.16345404,B3,8 years,debt_consolidation,678.4020875,Individual,0
5007,3453.982564,3 years,10.24503626,B1,10 years,credit_card,792.1762374,Joint App,0
5008,1133.449506,3 years,14.13280792,B3,6 years,credit_card,661.0229181,Individual,1
5009,2126.756114,3 years,13.59060922,B4,4 years,debt_consolidation,660.8617611,Individual,0
5010,1578.655587,5 years,24.00769792,D4,10 years,debt_consolidation,663.5919298,Individual,1
5011,1016.134807,3 years,18.99280956,C4,7 years,car,681.0800517,Joint App,0
5012,3486.86102,5 years,10.32691791,A1,3 years,debt_consolidation,672.9080515,Individual,0
5013,2369.097639,5 years,25.43916743,D5,8 years,debt_consolidation,657.8093111,Individual,1
5014,1221.25721,5 years,5.821249861,A2,4 years,debt_consolidation,725.5404836,Individual,0
5015,1087.166201,3 years,7.125521205,C4,9 years,other,697.6004446,Individual,0
5016,3441.656238,5 years,10.16146676,C3,10 years,credit_card,718.9063729,Joint App,0
5017,741.4275731,5 years,14.29067887,C4,0 years,home_improvement,657.7488236,Individual,0
5018,3722.326626,5 years,11.47438138,D3,10 years,debt_consolidation,664.3005372,Individual,0
5019,1047.618345,3 years,26.05836282,B4,5 years,debt_consolidation,672.7762896,Individual,0
5020,2243.87463,3 years,8.241446748,A5,10 years,debt_consolidation,688.5300821,Individual,0
5021,1127.084626,3 years,7.706078967,A4,8 years,debt_consolidation,686.5754907,Individual,0
5022,1174.444215,3 years,14.15879279,C4,9 years,debt_consolidation,659.7414844,Individual,0
5023,1220.864598,3 years,14.27394362,C2,8 years,debt_consolidation,660.872401,Individual,0
5024,2303.634325,5 years,17.08155541,D5,10 years,debt_consolidation,723.4547283,Joint App,0
5025,1062.579213,3 years,13.31489478,C1,2 years,debt_consolidation,659.9866371,Individual,1
5026,1099.567248,3 years,14.06098349,C4,8 years,debt_consolidation,659.7203053,Individual,0
5027,2159.913377,3 years,14.98915574,C4,0 years,credit_card,652.3097508,Individual,0
5028,618.3702061,3 years,14.59847773,C4,7 years,car,663.1889884,Individual,0
5029,568.7351605,3 years,17.91588064,C4,10 years,credit_card,682.3174508,Individual,0
5030,790.065915,3 years,16.725651,D1,0 years,credit_card,659.3006246,Individual,0
5031,3353.351184,5 years,13.7132749,C2,6 years,debt_consolidation,666.2433307,Individual,0
5032,1573.493138,5 years,21.34998908,D5,4 years,debt_consolidation,729.1136638,Individual,0
5033,1177.724058,5 years,17.61169528,D4,5 years,debt_consolidation,712.7639583,Individual,0
5034,1158.06037,5 years,13.77385145,C2,3 years,other,710.2937312,Individual,1
5035,3443.879393,3 years,11.40615211,C5,0 years,credit_card,699.4009306,Joint App,0
5036,1034.577816,3 years,13.85994486,B4,3 years,other,659.3742179,Individual,0
5037,1020.477307,3 years,17.02977999,D1,4 years,debt_consolidation,678.9449089,Individual,0
5038,1712.933833,5 years,17.16356898,D1,2 years,debt_consolidation,679.1783394,Individual,0
5039,1146.38322,3 years,10.56565758,E2,0 years,credit_card,659.5790705,Joint App,0
5040,1220.973176,3 years,13.88341676,C2,4 years,debt_consolidation,661.9191265,Individual,0
5041,2386.714268,5 years,10.47431836,A1,5 years,debt_consolidation,763.6704895,Individual,0
5042,3251.830913,5 years,18.00360601,C5,6 years,house,717.8491032,Individual,0
5043,2415.139696,5 years,11.55367726,B3,0 years,debt_consolidation,679.2481723,Joint App,0
5044,3037.676044,3 years,17.23126785,C5,6 years,house,680.4932953,Individual,0
5045,623.6045163,5 years,14.09040592,C4,7 years,major_purchase,680.9134511,Individual,1
5046,1630.28651,3 years,11.29450043,B3,0 years,debt_consolidation,678.1685271,Individual,0
5047,1198.791024,3 years,11.16625631,B2,10 years,debt_consolidation,725.0985194,Individual,0
5048,639.3933251,3 years,10.77971794,B4,10 years,car,699.7021438,Individual,1
5049,639.8991134,3 years,11.10361553,B3,10 years,debt_consolidation,659.1788001,Individual,0
5050,1120.342868,3 years,12.9111665,C2,3 years,credit_card,678.9182305,Individual,0
5051,1206.988653,3 years,11.71554578,B4,8 years,debt_consolidation,682.0980215,Individual,0
5052,1121.758164,3 years,7.21078333,B1,10 years,other,718.2036462,Individual,0
5053,1188.509332,3 years,10.82053052,B2,10 years,debt_consolidation,679.3591147,Individual,0
5054,3188.948748,3 years,8.685664446,A5,0 years,debt_consolidation,695.8062118,Individual,0
5055,3320.795183,3 years,10.44865245,A5,10 years,debt_consolidation,699.0730521,Individual,0
5056,2413.285739,3 years,14.7918484,C4,9 years,debt_consolidation,667.501361,Individual,1
5057,2336.059203,3 years,10.94713908,B3,10 years,debt_consolidation,678.2790995,Individual,0
5058,681.1999603,3 years,18.57911858,B5,10 years,home_improvement,659.3817608,Individual,0
5059,1051.024323,5 years,24.13938425,D4,4 years,debt_consolidation,659.8277907,Individual,1
5060,1113.194634,3 years,21.46592654,B1,10 years,debt_consolidation,657.3732863,Individual,0
5061,2207.355782,3 years,6.536398834,A2,10 years,debt_consolidation,714.6517605,Individual,0
5062,1671.627129,3 years,7.470028374,A5,2 years,debt_consolidation,719.6659633,Individual,0
5063,1521.42459,3 years,14.85883332,C3,0 years,debt_consolidation,656.4218016,Individual,0
5064,1114.672462,3 years,13.62428921,C1,2 years,debt_consolidation,657.5218235,Individual,1
5065,1126.913317,3 years,24.10365771,B2,7 years,debt_consolidation,714.2773231,Individual,0
5066,1062.841092,3 years,12.99983567,A4,10 years,credit_card,696.6253692,Individual,0
5067,1210.343232,3 years,11.46909497,B3,10 years,debt_consolidation,658.2376496,Individual,0
5068,965.5385683,3 years,7.420574678,A1,10 years,debt_consolidation,718.2594692,Individual,0
5069,1053.936684,3 years,18.60947888,D3,10 years,debt_consolidation,706.911745,Individual,1
5070,2394.428414,3 years,13.72972394,A1,6 years,debt_consolidation,726.1594861,Joint App,0
5071,2369.094035,3 years,13.4816562,C4,10 years,other,714.2512254,Individual,0
5072,1222.437459,3 years,10.72051864,B4,0 years,debt_consolidation,679.4552901,Joint App,0
5073,2247.481564,5 years,19.15295891,D4,4 years,debt_consolidation,660.9511438,Individual,1
5074,2164.653159,5 years,13.58498402,C2,0 years,debt_consolidation,657.3874368,Joint App,0
5075,1177.818526,3 years,14.92648533,B5,8 years,car,659.1471,Individual,1
5076,2388.805583,5 years,13.76790506,A1,10 years,debt_consolidation,712.0938209,Individual,0
5077,2221.932143,3 years,10.41748026,B3,1 year,home_improvement,777.7740746,Individual,0
5078,1070.698661,3 years,14.35520735,C2,10 years,credit_card,696.8204774,Individual,0
5079,1110.708422,3 years,17.64732408,D1,1 year,debt_consolidation,679.4928583,Individual,1
5080,1114.151272,3 years,7.195960391,A4,0 years,debt_consolidation,713.6048626,Individual,0
5081,1064.496729,3 years,14.05268601,B4,0 years,debt_consolidation,658.4472253,Individual,0
5082,1029.882815,5 years,25.76686145,B5,1 year,debt_consolidation,659.4257157,Individual,1
5083,1500.670147,3 years,17.69686781,D4,7 years,debt_consolidation,664.9980494,Joint App,0
5084,982.4841086,3 years,17.86607226,C5,6 years,debt_consolidation,656.568336,Individual,1
5085,2289.275706,5 years,18.60283023,D4,3 years,debt_consolidation,676.9062587,Individual,1
5086,1670.623212,3 years,22.805029,B1,10 years,other,656.3411602,Individual,0
5087,3481.291273,5 years,17.60488696,C5,2 years,debt_consolidation,661.0597578,Individual,0
5088,1184.05299,3 years,18.91381708,D3,6 years,debt_consolidation,656.0125036,Individual,1
5089,2100.150729,3 years,10.93403529,B3,10 years,debt_consolidation,681.111683,Joint App,0
5090,1136.141956,3 years,11.58509599,B5,1 year,debt_consolidation,681.3886912,Individual,0
5091,1135.473272,3 years,22.89113544,C5,0 years,debt_consolidation,657.3425985,Individual,0
5092,1501.30592,3 years,24.73116424,E4,5 years,credit_card,657.8298279,Individual,1
5093,622.9563018,3 years,13.54162038,C2,1 year,debt_consolidation,658.4288288,Individual,1
5094,1485.684706,5 years,17.60847018,D4,6 years,debt_consolidation,659.9886787,Individual,0
5095,1646.474908,5 years,15.30622286,B4,10 years,credit_card,697.9605734,Individual,0
5096,2416.995366,3 years,17.37044102,D2,10 years,other,658.3887691,Individual,0
5097,1212.418026,3 years,18.05214083,D2,10 years,debt_consolidation,659.3411461,Individual,0
5098,1170.524605,3 years,14.73278574,B1,10 years,debt_consolidation,675.750143,Individual,0
5099,1030.094135,3 years,15.09793915,B5,9 years,other,658.0944237,Individual,0
5100,1732.5267,3 years,14.60756039,C5,2 years,house,724.0884377,Individual,0
5101,1013.661276,3 years,18.51337001,D2,6 years,debt_consolidation,656.313067,Individual,0
5102,2105.528498,3 years,5.981781458,A4,2 years,debt_consolidation,723.0403856,Individual,0
5103,1157.338241,3 years,13.10129174,B4,10 years,debt_consolidation,660.5892459,Joint App,0
5104,2104.688493,3 years,6.549522363,A4,3 years,debt_consolidation,715.1490142,Individual,0
5105,3346.305127,5 years,19.06231021,D5,7 years,debt_consolidation,664.8191849,Individual,0
5106,3417.813014,3 years,17.9979421,C5,6 years,house,707.7320787,Individual,0
5107,1136.810083,3 years,11.10875329,B2,9 years,debt_consolidation,692.5785618,Individual,1
5108,613.8079827,3 years,11.53570222,C5,7 years,credit_card,662.6064719,Individual,0
5109,1093.863091,5 years,10.46207996,B2,1 year,debt_consolidation,698.8562924,Individual,0
5110,1103.432667,3 years,15.04752425,B5,1 year,home_improvement,664.8026871,Individual,0
5111,1241.555508,5 years,19.62212141,D4,3 years,other,660.1038354,Individual,0
5112,2175.128941,3 years,23.62929331,D3,5 years,debt_consolidation,680.1135495,Individual,0
5113,2263.663658,3 years,18.87497676,D4,5 years,debt_consolidation,664.1940494,Individual,0
5114,3326.870427,5 years,10.48550914,B3,7 years,credit_card,770.9476342,Individual,0
5115,723.047191,3 years,18.75402401,D3,8 years,small_business,713.4877104,Individual,0
5116,1603.741243,5 years,13.25670067,C2,6 years,debt_consolidation,726.3403906,Individual,0
5117,1219.081916,3 years,10.8327205,B4,10 years,debt_consolidation,656.4271661,Individual,1
5118,1142.83572,3 years,11.62920116,B3,5 years,credit_card,680.035039,Individual,0
5119,2448.624313,5 years,10.50806698,B2,10 years,debt_consolidation,677.5541248,Individual,1
5120,646.0462391,3 years,17.9950518,A5,10 years,medical,655.2666253,Individual,0
5121,3453.696393,3 years,13.93811818,B4,10 years,debt_consolidation,682.2521273,Individual,0
5122,950.3037584,3 years,14.95064358,C5,6 years,house,717.5785932,Individual,0
5123,3456.722829,3 years,10.86672551,D3,10 years,debt_consolidation,679.0893123,Joint App,1
5124,654.5807161,3 years,10.70929162,B1,10 years,debt_consolidation,657.7394118,Individual,0
5125,1149.845207,3 years,18.24585975,D1,10 years,credit_card,656.980547,Individual,0
5126,539.8089038,3 years,11.88257836,B3,0 years,car,679.0035749,Individual,0
5127,1553.245847,3 years,23.97339038,D5,2 years,debt_consolidation,656.8037931,Individual,1
5128,3225.591003,3 years,10.1278186,C4,0 years,debt_consolidation,668.5096373,Joint App,0
5129,3487.234641,5 years,17.8466168,C4,2 years,debt_consolidation,701.0374418,Individual,0
5130,2226.465952,5 years,24.53740636,B2,10 years,other,721.3132444,Individual,0
5131,2414.413612,3 years,10.60099304,B3,2 years,debt_consolidation,680.9952643,Individual,0
5132,2317.651203,3 years,14.10336114,B4,0 years,credit_card,680.4317596,Individual,0
5133,3537.574125,5 years,14.34713013,C2,5 years,credit_card,661.3104149,Individual,0
5134,1125.436638,3 years,7.257016735,A4,2 years,debt_consolidation,717.8180961,Individual,0
5135,1150.031149,3 years,25.01435014,B3,0 years,other,681.3328188,Individual,1
5136,2406.287461,5 years,19.31850335,D4,10 years,debt_consolidation,679.3584656,Individual,0
5137,1145.152873,3 years,11.78765433,B3,8 years,debt_consolidation,658.9546469,Individual,0
5138,2229.007214,3 years,24.91589026,D4,1 year,debt_consolidation,679.1621375,Individual,0
5139,609.0634182,3 years,11.5177539,B3,3 years,credit_card,658.8954027,Individual,0
5140,2231.206874,3 years,18.59720958,A2,2 years,debt_consolidation,714.1161057,Individual,0
5141,2077.220166,3 years,6.933748467,A4,8 years,debt_consolidation,684.8810717,Individual,0
5142,671.5059926,3 years,14.24723728,C4,0 years,debt_consolidation,658.0647662,Joint App,0
5143,1076.763636,3 years,11.35198411,B3,9 years,credit_card,725.4758527,Individual,0
5144,1124.224002,3 years,11.04688756,B4,0 years,credit_card,659.6428687,Joint App,0
5145,2388.336516,5 years,13.36381034,C2,10 years,credit_card,660.6132588,Joint App,0
5146,451.5928743,3 years,18.93180327,C5,6 years,house,659.0860609,Individual,0
5147,635.5368502,3 years,6.74370987,A2,9 years,credit_card,658.3895127,Individual,0
5148,2329.249632,5 years,25.02750681,D3,10 years,major_purchase,658.4859833,Individual,1
5149,1102.729711,5 years,18.66852961,D4,10 years,home_improvement,658.616671,Individual,1
5150,1702.069051,3 years,14.64193531,C3,7 years,debt_consolidation,680.8984831,Joint App,0
5151,1152.211384,3 years,16.96122817,D2,10 years,other,661.6227054,Individual,0
5152,2443.597876,3 years,17.46016696,D3,6 years,debt_consolidation,659.2710968,Individual,1
5153,2146.568382,5 years,6.528649941,A2,10 years,debt_consolidation,730.2015448,Individual,0
5154,3305.802634,3 years,10.38627421,A2,8 years,debt_consolidation,667.9211026,Individual,1
5155,1090.935989,3 years,13.35018729,C2,6 years,debt_consolidation,679.8940144,Individual,0
5156,2348.403803,5 years,16.75082204,D4,6 years,debt_consolidation,681.3079766,Joint App,0
5157,653.4229804,3 years,17.34882086,D1,9 years,credit_card,657.1321902,Individual,1
5158,3371.256537,5 years,16.90086661,D3,8 years,small_business,663.9347613,Individual,0
5159,610.55568,3 years,18.42540948,D4,10 years,other,658.1830209,Individual,0
5160,1120.487185,3 years,13.07331428,C4,6 years,debt_consolidation,657.7407659,Individual,0
5161,1156.126042,5 years,13.60270524,B4,0 years,credit_card,657.6764458,Individual,0
5162,642.5953175,3 years,10.908543,C4,10 years,debt_consolidation,657.7957159,Individual,0
5163,1074.573509,3 years,10.80520862,B2,0 years,debt_consolidation,775.577338,Joint App,0
5164,642.9241711,3 years,24.78384762,D4,10 years,medical,657.3385587,Individual,0
5165,547.644494,3 years,17.67712164,D1,6 years,medical,655.9272451,Individual,1
5166,1193.813544,3 years,14.40866155,B4,5 years,debt_consolidation,657.1168874,Individual,0
5167,3377.553887,3 years,18.49238588,D3,0 years,major_purchase,678.1047193,Individual,1
5168,1269.818059,5 years,13.23893811,C2,10 years,debt_consolidation,699.5465102,Individual,0
5169,1138.088759,3 years,14.53642309,C4,2 years,debt_consolidation,678.957446,Individual,0
5170,3183.60538,5 years,18.05789179,C4,6 years,debt_consolidation,669.7997527,Individual,1
5171,1574.960019,5 years,23.96629541,E2,0 years,credit_card,657.5932019,Individual,0
5172,968.5911868,3 years,7.408102879,A2,0 years,home_improvement,728.3455195,Individual,0
5173,1116.453125,5 years,6.3751077,A2,9 years,debt_consolidation,731.2069291,Individual,0
5174,1110.971401,3 years,10.83990807,B1,8 years,debt_consolidation,721.2133429,Individual,0
5175,1115.552746,3 years,18.47319196,D1,6 years,credit_card,659.0000078,Individual,1
5176,491.9897176,3 years,18.0607568,D3,6 years,house,659.7895758,Individual,0
5177,1188.146675,3 years,13.6511543,C1,6 years,debt_consolidation,680.2072124,Individual,0
5178,1058.397806,3 years,14.50114369,C2,10 years,credit_card,657.4047412,Individual,0
5179,590.8521241,3 years,17.20923197,C4,6 years,home_improvement,678.2159271,Individual,0
5180,1187.752966,3 years,13.98685431,B4,7 years,debt_consolidation,657.9669423,Individual,0
5181,1188.047095,5 years,13.66820747,B4,10 years,credit_card,661.5264715,Individual,0
5182,1617.946646,5 years,22.74334055,D3,10 years,debt_consolidation,654.3149876,Individual,1
5183,1157.909091,3 years,6.18868809,B1,5 years,credit_card,714.1778737,Joint App,0
5184,603.3230594,3 years,13.92535395,C4,5 years,medical,696.6868184,Individual,0
5185,1543.155625,3 years,7.883973148,A4,0 years,debt_consolidation,655.9315304,Individual,0
5186,2285.85074,3 years,14.39501468,B3,10 years,debt_consolidation,677.5603601,Individual,0
5187,1653.039388,3 years,12.97529897,B4,10 years,debt_consolidation,658.1945206,Individual,0
5188,1492.871683,5 years,13.29309715,B4,4 years,debt_consolidation,660.9216603,Individual,0
5189,1235.240923,5 years,14.2031516,E4,0 years,debt_consolidation,710.1222163,Individual,0
5190,1608.202395,3 years,7.615886261,A1,10 years,debt_consolidation,713.921992,Individual,0
5191,2333.980303,3 years,10.59917998,B3,10 years,debt_consolidation,681.795901,Individual,0
5192,1186.750543,3 years,11.49427492,B5,10 years,debt_consolidation,657.5539819,Individual,1
5193,1162.421791,5 years,19.55788587,D3,10 years,debt_consolidation,678.6587141,Individual,1
5194,1103.755749,3 years,6.07197896,A4,10 years,debt_consolidation,715.0086483,Individual,0
